source,target,topic,similarity,heuristic_relation,relation_label,source_stance,target_stance,source_sentence,target_sentence
253,264,minimum wage,0.7156823873519897,support,,contra,contra,Ei estimează în mod obișnuit că o creștere a salariului cu 10 la sută va reduce ocuparea forței de muncă a adolescenților cu aproximativ 1 până la 3 la sută.,"El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”."
253,327,minimum wage,0.700742781162262,support,,contra,contra,Ei estimează în mod obișnuit că o creștere a salariului cu 10 la sută va reduce ocuparea forței de muncă a adolescenților cu aproximativ 1 până la 3 la sută.,"James Dorn, PhD, Senior Fellow la Institutul Cato, a declarat că o creștere cu 10% a salariului minim „conduce la o scădere cu 1 până la 3% a angajării lucrătorilor slab calificați” pe termen scurt și „la o scădere mai mare pe termen lung”."
255,319,minimum wage,0.7602296471595764,support,,contra,contra,"Unele companii vor putea absorbi costurile crescute cu forța de muncă, în timp ce altele, cu marje de profit reduse, își pot reduce forța de muncă sau își pot crește prețurile.","Pierderile de locuri de muncă ar putea apărea ca urmare a salariilor mai mari care pun o presiune mai mare asupra companiilor, ceea ce ar putea duce la tăierea locurilor de muncă, reducerea orelor de muncă și la alte metode de economisire a banilor companiei."
255,305,minimum wage,0.7534223794937134,support,,contra,contra,"Unele companii vor putea absorbi costurile crescute cu forța de muncă, în timp ce altele, cu marje de profit reduse, își pot reduce forța de muncă sau își pot crește prețurile.","Costul mai mare al forței de muncă se poate traduce printr-un șomaj mai mare pentru lucrătorii cu calificare scăzută, orele reduse, pierderea beneficiilor, o cerere mai mare de muncă sau chiar prețuri mai mari pentru bunurile pe care le furnizează."
167,255,minimum wage,0.7361856698989868,attack,,pro,contra,"De exemplu , salariile mai mari tind să reducă cifra de afaceri , astfel încât angajatorii vor economisi la angajarea și formarea de noi angajați .","Unele companii vor putea absorbi costurile crescute cu forța de muncă, în timp ce altele, cu marje de profit reduse, își pot reduce forța de muncă sau își pot crește prețurile."
175,256,minimum wage,0.7190184593200684,attack,,pro,contra,Un alt motiv pentru care salariul minim poate să nu afecteze ocuparea forței de muncă în anumite industrii este faptul că cererea pentru produsul produs de angajați este foarte inelastică.,"Dacă angajatorii au putere de monopson ca cumpărători de forță de muncă și sunt capabili să stabilească salarii, de exemplu, ei pot menține salariul sub rata competitivă."
167,256,minimum wage,0.7063181400299072,attack,,pro,contra,"De exemplu , salariile mai mari tind să reducă cifra de afaceri , astfel încât angajatorii vor economisi la angajarea și formarea de noi angajați .","Dacă angajatorii au putere de monopson ca cumpărători de forță de muncă și sunt capabili să stabilească salarii, de exemplu, ei pot menține salariul sub rata competitivă."
196,256,minimum wage,0.6841806173324585,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.","Dacă angajatorii au putere de monopson ca cumpărători de forță de muncă și sunt capabili să stabilească salarii, de exemplu, ei pot menține salariul sub rata competitivă."
257,319,minimum wage,0.7778395414352417,support,,contra,contra,"Principalul impact negativ potențial al creșterii salariului minim este pierderea a aproape 500.000 de locuri de muncă, care rezultă într-o scădere de aproximativ 0,3% a ocupării forței de muncă.","Pierderile de locuri de muncă ar putea apărea ca urmare a salariilor mai mari care pun o presiune mai mare asupra companiilor, ceea ce ar putea duce la tăierea locurilor de muncă, reducerea orelor de muncă și la alte metode de economisire a banilor companiei."
257,327,minimum wage,0.7554486989974976,support,,contra,contra,"Principalul impact negativ potențial al creșterii salariului minim este pierderea a aproape 500.000 de locuri de muncă, care rezultă într-o scădere de aproximativ 0,3% a ocupării forței de muncă.","James Dorn, PhD, Senior Fellow la Institutul Cato, a declarat că o creștere cu 10% a salariului minim „conduce la o scădere cu 1 până la 3% a angajării lucrătorilor slab calificați” pe termen scurt și „la o scădere mai mare pe termen lung”."
257,264,minimum wage,0.721084475517273,support,,contra,contra,"Principalul impact negativ potențial al creșterii salariului minim este pierderea a aproape 500.000 de locuri de muncă, care rezultă într-o scădere de aproximativ 0,3% a ocupării forței de muncă.","El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”."
260,286,minimum wage,0.7421205043792725,support,,contra,contra,"Și chiar dacă experimentele locale au succes, cred că inițiativele de salariu de trai direcționate sunt o idee mai bună decât un salariu minim federal.","O idee mult mai bună ar fi campaniile locale de „salariu de trai”, fiecare făcând presiuni pentru un număr care este adecvat piețelor de muncă specifice."
261,277,minimum wage,0.711154580116272,support,,contra,contra,"Salariul minim va stabili prețul serviciilor celor mai puțin productivi (și, prin urmare, cu cel mai mic salariu) de pe piață.","Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim."
218,261,minimum wage,0.7075014114379883,attack,,pro,contra,"Ajută unii lucrători cu venituri mici, iar costurile în ceea ce privește ocuparea forței de muncă și ineficiența sunt probabil mici.","Salariul minim va stabili prețul serviciilor celor mai puțin productivi (și, prin urmare, cu cel mai mic salariu) de pe piață."
175,261,minimum wage,0.6544718146324158,attack,,pro,contra,Un alt motiv pentru care salariul minim poate să nu afecteze ocuparea forței de muncă în anumite industrii este faptul că cererea pentru produsul produs de angajați este foarte inelastică.,"Salariul minim va stabili prețul serviciilor celor mai puțin productivi (și, prin urmare, cu cel mai mic salariu) de pe piață."
262,277,minimum wage,0.8404582738876343,support,,contra,contra,Unele întreprinderi mici nu își pot permite să plătească salariul minim.,"Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim."
262,328,minimum wage,0.8095719814300537,support,,contra,contra,Unele întreprinderi mici nu își pot permite să plătească salariul minim.,"Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
262,282,minimum wage,0.7652899026870728,support,,contra,contra,Unele întreprinderi mici nu își pot permite să plătească salariul minim.,"Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru."
240,264,minimum wage,0.7918044924736023,attack,,pro,contra,"Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. ""","El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”."
264,327,minimum wage,0.7537782788276672,support,,contra,contra,"El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”.","James Dorn, PhD, Senior Fellow la Institutul Cato, a declarat că o creștere cu 10% a salariului minim „conduce la o scădere cu 1 până la 3% a angajării lucrătorilor slab calificați” pe termen scurt și „la o scădere mai mare pe termen lung”."
250,264,minimum wage,0.7420531511306763,support,,contra,contra,"De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate.","El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”."
265,329,minimum wage,0.7107919454574585,support,,contra,contra,"În opinia oponenților săi, salariul minim – sau creșterea unui minim existent – ​​va deteriora întotdeauna și inevitabil economia, va ucide locuri de muncă, va condamna libertatea americană și/sau va dăuna însăși oamenilor pe care este menit să îi ajute.",Creșterea salariului minim federal ar dăuna în mod disproporționat celor mai sărace zone ale Statelor Unite.
264,265,minimum wage,0.6567090749740601,support,,contra,contra,"El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”.","În opinia oponenților săi, salariul minim – sau creșterea unui minim existent – ​​va deteriora întotdeauna și inevitabil economia, va ucide locuri de muncă, va condamna libertatea americană și/sau va dăuna însăși oamenilor pe care este menit să îi ajute."
205,266,minimum wage,0.6688218116760254,attack,,pro,contra,"Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante.","Pe de altă parte, o evaluare a datelor colectate și analizate de Neumark și Wascher nu a contrazis inițial rezultatele Card și Krueger, dar într-o versiune editată ulterioară au constatat o scădere cu patru procente a ocupării forței de muncă și au raportat că „efectele estimate ale șomajului în datele privind salariile sunt adesea semnificative din punct de vedere statistic la nivel de 5 sau 10 procente, deși există întotdeauna niște estimatori aproape nesemnificativi și nesemnificativi. efectele angajării."
266,273,minimum wage,0.6565829515457153,support,,contra,contra,"Pe de altă parte, o evaluare a datelor colectate și analizate de Neumark și Wascher nu a contrazis inițial rezultatele Card și Krueger, dar într-o versiune editată ulterioară au constatat o scădere cu patru procente a ocupării forței de muncă și au raportat că „efectele estimate ale șomajului în datele privind salariile sunt adesea semnificative din punct de vedere statistic la nivel de 5 sau 10 procente, deși există întotdeauna niște estimatori aproape nesemnificativi și nesemnificativi. efectele angajării.","Și acei angajatori, la rândul lor, nu ar putea angaja atât de mulți oameni - un rezultat nedorit atunci când șomajul continuă să se situeze la aproximativ 8%."
267,305,minimum wage,0.7534126043319702,support,,contra,contra,Punerea locurilor de muncă la nivel de intrare mai bine plătite crește riscul ca lucrătorii să rămână blocați în ele mai mult timp în loc să treacă la ceva mai plină de satisfacții.,"Costul mai mare al forței de muncă se poate traduce printr-un șomaj mai mare pentru lucrătorii cu calificare scăzută, orele reduse, pierderea beneficiilor, o cerere mai mare de muncă sau chiar prețuri mai mari pentru bunurile pe care le furnizează."
167,267,minimum wage,0.7524920701980591,attack,,pro,contra,"De exemplu , salariile mai mari tind să reducă cifra de afaceri , astfel încât angajatorii vor economisi la angajarea și formarea de noi angajați .",Punerea locurilor de muncă la nivel de intrare mai bine plătite crește riscul ca lucrătorii să rămână blocați în ele mai mult timp în loc să treacă la ceva mai plină de satisfacții.
196,267,minimum wage,0.7409583330154419,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.",Punerea locurilor de muncă la nivel de intrare mai bine plătite crește riscul ca lucrătorii să rămână blocați în ele mai mult timp în loc să treacă la ceva mai plină de satisfacții.
207,268,minimum wage,0.6883708238601685,attack,,pro,contra,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","Deoarece salariul minim nu a fost niciodată legat de inflație, valoarea lui sa erodat semnificativ și mulți economiști spun că acest lucru a contribuit puternic la creșterea inegalității veniturilor."
250,268,minimum wage,0.6802338361740112,support,,contra,contra,"De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate.","Deoarece salariul minim nu a fost niciodată legat de inflație, valoarea lui sa erodat semnificativ și mulți economiști spun că acest lucru a contribuit puternic la creșterea inegalității veniturilor."
272,320,minimum wage,0.6637395620346069,support,,contra,contra,Legea salariului minim dăunează efectiv sindicatelor .,Adevărul este că legile privind salariul minim blochează tinerii de pe piața muncii.
273,282,minimum wage,0.7332741618156433,support,,contra,contra,"Și acei angajatori, la rândul lor, nu ar putea angaja atât de mulți oameni - un rezultat nedorit atunci când șomajul continuă să se situeze la aproximativ 8%.","Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru."
273,328,minimum wage,0.723094642162323,support,,contra,contra,"Și acei angajatori, la rândul lor, nu ar putea angaja atât de mulți oameni - un rezultat nedorit atunci când șomajul continuă să se situeze la aproximativ 8%.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
273,306,minimum wage,0.7086037397384644,support,,contra,contra,"Și acei angajatori, la rândul lor, nu ar putea angaja atât de mulți oameni - un rezultat nedorit atunci când șomajul continuă să se situeze la aproximativ 8%.","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători."
275,324,minimum wage,0.6997390985488892,support,,contra,contra,"Managerul unei companii de cherestea din Louisiana a susținut că, în timp ce costul scăzut al vieții în sud însemna că angajatorii nu au recurs până acum la „mașini care economisesc forța de muncă”, creșterile salariale dincolo de un anumit punct i-ar forța să facă acest lucru și „eliminând peste jumătate dintre oamenii lor”.","Desigur, acest lucru nu înseamnă că creșterea salariului minim nu ar fi foarte benefică pentru cei care îl câștigă, dar, în cele din urmă, nu îi ajută pe cei care nu au deja un loc de muncă pentru început."
167,275,minimum wage,0.6985851526260376,attack,,pro,contra,"De exemplu , salariile mai mari tind să reducă cifra de afaceri , astfel încât angajatorii vor economisi la angajarea și formarea de noi angajați .","Managerul unei companii de cherestea din Louisiana a susținut că, în timp ce costul scăzut al vieții în sud însemna că angajatorii nu au recurs până acum la „mașini care economisesc forța de muncă”, creșterile salariale dincolo de un anumit punct i-ar forța să facă acest lucru și „eliminând peste jumătate dintre oamenii lor”."
275,328,minimum wage,0.6869382858276367,support,,contra,contra,"Managerul unei companii de cherestea din Louisiana a susținut că, în timp ce costul scăzut al vieții în sud însemna că angajatorii nu au recurs până acum la „mașini care economisesc forța de muncă”, creșterile salariale dincolo de un anumit punct i-ar forța să facă acest lucru și „eliminând peste jumătate dintre oamenii lor”.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
277,328,minimum wage,0.8736430406570435,support,,contra,contra,"Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
278,282,minimum wage,0.7536156177520752,support,,contra,contra,"Chiar dacă lucrătorii primesc un salariu competitiv, mulți dintre noi sunt profund deranjați de faptul că unele familii muncitoare au încă foarte puțin.","Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru."
218,278,minimum wage,0.7023358345031738,attack,,pro,contra,"Ajută unii lucrători cu venituri mici, iar costurile în ceea ce privește ocuparea forței de muncă și ineficiența sunt probabil mici.","Chiar dacă lucrătorii primesc un salariu competitiv, mulți dintre noi sunt profund deranjați de faptul că unele familii muncitoare au încă foarte puțin."
278,324,minimum wage,0.6691288948059082,support,,contra,contra,"Chiar dacă lucrătorii primesc un salariu competitiv, mulți dintre noi sunt profund deranjați de faptul că unele familii muncitoare au încă foarte puțin.","Desigur, acest lucru nu înseamnă că creșterea salariului minim nu ar fi foarte benefică pentru cei care îl câștigă, dar, în cele din urmă, nu îi ajută pe cei care nu au deja un loc de muncă pentru început."
279,282,minimum wage,0.7792694568634033,support,,contra,contra,Mulți lucrători necalificați nu vor putea găsi de lucru și li se va refuza o pregătire valoroasă la locul de muncă și posibilitatea de a dobândi experiență și abilități.,"Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru."
196,279,minimum wage,0.6957682371139526,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.",Mulți lucrători necalificați nu vor putea găsi de lucru și li se va refuza o pregătire valoroasă la locul de muncă și posibilitatea de a dobândi experiență și abilități.
279,328,minimum wage,0.6682910323143005,support,,contra,contra,Mulți lucrători necalificați nu vor putea găsi de lucru și li se va refuza o pregătire valoroasă la locul de muncă și posibilitatea de a dobândi experiență și abilități.,"Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
280,297,minimum wage,0.661914587020874,support,,contra,contra,"„Dacă vor locuri de muncă bune, trebuie să meargă la școală!”",„Locuri de muncă cu salariu minim sunt destinate elevilor de liceu!”
282,328,minimum wage,0.7856360077857971,support,,contra,contra,"Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
196,283,minimum wage,0.7540215253829956,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.","Ar putea dura timp pentru angajatorii cu salarii mici să dezvolte modele de afaceri care să le permită să scape cu mai puțini angajați mai puțin calificați , ceea ce înseamnă că nu vedem imediat efectul total al unei creșteri ."
240,283,minimum wage,0.7440277934074402,attack,,pro,contra,"Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. ""","Ar putea dura timp pentru angajatorii cu salarii mici să dezvolte modele de afaceri care să le permită să scape cu mai puțini angajați mai puțin calificați , ceea ce înseamnă că nu vedem imediat efectul total al unei creșteri ."
284,288,minimum wage,0.750729501247406,support,,contra,contra,"Guy L. Harrington de la National Publishers’ Association a avertizat că impunerea unui salariu minim va „arunca din angajare pe toți lucrătorii substandard sau marginali, ca o povară pentru societate”, în timp ce Battle a prezentat scrisori de la două companii diferite în care susțineau că lucrătorii slab calificați – sau „cei care nu sunt suficient de competenți pentru a-și câștiga salariul” – își vor pierde rapid locurile de muncă odată ce legea va fi adoptată.","„În concluzie,” au scris ei, „considerăm literatura – atunci când este citită pe scară largă și critic – ca solidificând în mare măsură opinia convențională că salariile minime reduc ocuparea forței de muncă în rândul lucrătorilor cu calificare scăzută."
282,284,minimum wage,0.7284496426582336,support,,contra,contra,"Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru.","Guy L. Harrington de la National Publishers’ Association a avertizat că impunerea unui salariu minim va „arunca din angajare pe toți lucrătorii substandard sau marginali, ca o povară pentru societate”, în timp ce Battle a prezentat scrisori de la două companii diferite în care susțineau că lucrătorii slab calificați – sau „cei care nu sunt suficient de competenți pentru a-și câștiga salariul” – își vor pierde rapid locurile de muncă odată ce legea va fi adoptată."
284,328,minimum wage,0.7066222429275513,support,,contra,contra,"Guy L. Harrington de la National Publishers’ Association a avertizat că impunerea unui salariu minim va „arunca din angajare pe toți lucrătorii substandard sau marginali, ca o povară pentru societate”, în timp ce Battle a prezentat scrisori de la două companii diferite în care susțineau că lucrătorii slab calificați – sau „cei care nu sunt suficient de competenți pentru a-și câștiga salariul” – își vor pierde rapid locurile de muncă odată ce legea va fi adoptată.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
285,311,minimum wage,0.7322945594787598,support,,contra,contra,Salariul minim nu este un remediu pentru sărăcie.,O creștere a salariului minim este pur și simplu o modalitate ineficientă de a ajuta americanii să iasă din sărăcie.
285,324,minimum wage,0.7062941193580627,support,,contra,contra,Salariul minim nu este un remediu pentru sărăcie.,"Desigur, acest lucru nu înseamnă că creșterea salariului minim nu ar fi foarte benefică pentru cei care îl câștigă, dar, în cele din urmă, nu îi ajută pe cei care nu au deja un loc de muncă pentru început."
221,286,minimum wage,0.6583802700042725,attack,,pro,contra,Sprijinul public pentru o majorare a salariului minim este copleșitor.,"O idee mult mai bună ar fi campaniile locale de „salariu de trai”, fiecare făcând presiuni pentru un număr care este adecvat piețelor de muncă specifice."
264,288,minimum wage,0.6921154856681824,support,,contra,contra,"El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”.","„În concluzie,” au scris ei, „considerăm literatura – atunci când este citită pe scară largă și critic – ca solidificând în mare măsură opinia convențională că salariile minime reduc ocuparea forței de muncă în rândul lucrătorilor cu calificare scăzută."
200,289,minimum wage,0.66993248462677,attack,,pro,contra,"Desigur, cu cât lucrătorii câștigă mai mulți bani prin salarii, cu atât trebuie să cheltuiască mai mult ca consumatori.","La urma urmei, există milioane de muncitori care câștigă 8 sau 9 dolari pe oră, adunând burgeri sau schimbând cearșafurile, care ar putea fi afectați de o excursie."
239,290,minimum wage,0.7029153108596802,attack,,pro,contra,Este un mit că salariul minim este doar pentru adolescenți și pentru lucrătorii de nivel începător.,"Dar majoritatea colegilor lor nu au fost de acord; iar până în jurul anului 1990, majoritatea studiilor empirice au constatat că salariile minime mai mari costă locuri de muncă, în special în rândul tinerilor lucrători."
205,290,minimum wage,0.7005511522293091,attack,,pro,contra,"Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante.","Dar majoritatea colegilor lor nu au fost de acord; iar până în jurul anului 1990, majoritatea studiilor empirice au constatat că salariile minime mai mari costă locuri de muncă, în special în rândul tinerilor lucrători."
282,290,minimum wage,0.6752669215202332,support,,contra,contra,"Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru.","Dar majoritatea colegilor lor nu au fost de acord; iar până în jurul anului 1990, majoritatea studiilor empirice au constatat că salariile minime mai mari costă locuri de muncă, în special în rândul tinerilor lucrători."
291,311,minimum wage,0.6677132248878479,support,,contra,contra,Pentru că există alternative mult mai bune pentru a ajuta familiile sărace și pentru că salariul minim este o abordare necinstită care ascunde adevăratul cost al politicii.,O creștere a salariului minim este pur și simplu o modalitate ineficientă de a ajuta americanii să iasă din sărăcie.
233,291,minimum wage,0.6575126647949219,attack,,pro,contra,Creșterea salariului minim înseamnă că unii dintre acești oameni ar fi capabili să se întrețină mai bine fără a se sprijini atât de mult pe programele sociale și acest lucru ar însemna în cele din urmă impozite mai mici sau o realocare a acelor fonduri pentru a sprijini alte nevoi.,Pentru că există alternative mult mai bune pentru a ajuta familiile sărace și pentru că salariul minim este o abordare necinstită care ascunde adevăratul cost al politicii.
250,294,minimum wage,0.6972939968109131,support,,contra,contra,"De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate.","În plus , majoritatea a considerat șomajul ca fiind un dezavantaj potențial moderat al creșterii pe care o susțineau ."
257,294,minimum wage,0.6883854866027832,support,,contra,contra,"Principalul impact negativ potențial al creșterii salariului minim este pierderea a aproape 500.000 de locuri de muncă, care rezultă într-o scădere de aproximativ 0,3% a ocupării forței de muncă.","În plus , majoritatea a considerat șomajul ca fiind un dezavantaj potențial moderat al creșterii pe care o susțineau ."
240,294,minimum wage,0.6743108034133911,attack,,pro,contra,"Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. ""","În plus , majoritatea a considerat șomajul ca fiind un dezavantaj potențial moderat al creșterii pe care o susțineau ."
297,331,minimum wage,0.7217025756835938,support,,contra,contra,„Locuri de muncă cu salariu minim sunt destinate elevilor de liceu!”,Nu este adevărat: muncitorul obișnuit cu salariul minim nu este un elev de liceu care câștigă bani de buzunar în weekend.
264,297,minimum wage,0.6626680493354797,support,,contra,contra,"El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”.",„Locuri de muncă cu salariu minim sunt destinate elevilor de liceu!”
298,325,minimum wage,0.6530451774597168,support,,contra,contra,"Părerea mea este că piața muncii se schimbă în moduri care fac ca majorările uriașe ale salariului minim, precum cea susținută de mișcarea Lupta pentru 15, să fie foarte periculoase.","Concurența se va intensifica: dacă salariul minim crește, persoanele prea calificate vor lupta pentru poziții cu salariul minim, împingând lucrătorii mai tineri și fără experiență din competiție și răpindu-le oportunitatea de a câștiga experiență și cunoștințe pentru a-și construi un CV și a intra în forța de muncă."
305,306,minimum wage,0.7983300685882568,support,,contra,contra,"Costul mai mare al forței de muncă se poate traduce printr-un șomaj mai mare pentru lucrătorii cu calificare scăzută, orele reduse, pierderea beneficiilor, o cerere mai mare de muncă sau chiar prețuri mai mari pentru bunurile pe care le furnizează.","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători."
250,306,minimum wage,0.8210043907165527,support,,contra,contra,"De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate.","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători."
207,306,minimum wage,0.7723297476768494,attack,,pro,contra,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători."
308,328,minimum wage,0.7842690348625183,support,,contra,contra,Ordonarea companiilor să plătească mai mult lucrătorilor de la nivel de bază le va face să angajeze mai puțini dintre ei și să ia în considerare înlocuirea mai multor lucrători cu roboți sau computere.,"Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
277,308,minimum wage,0.7678088545799255,support,,contra,contra,"Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim.",Ordonarea companiilor să plătească mai mult lucrătorilor de la nivel de bază le va face să angajeze mai puțini dintre ei și să ia în considerare înlocuirea mai multor lucrători cu roboți sau computere.
