topic,sentence_en,sentence_ro,annotation,set
nuclear energy,"What 's worse , the nuclear industry wants to reprocess waste to obtain more energy from increasingly scarce uranium .","Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar.",Argument_against,val
nuclear energy,"While none of the safety problems harmed plant employees or the public , they occurred with alarming frequency — more than once a month — which is high for a mature industry .","Deși niciuna dintre problemele de siguranță nu a afectat angajații fabricii sau publicul, acestea au apărut cu o frecvență alarmantă - mai mult de o dată pe lună - care este mare pentru o industrie matură.",Argument_against,val
nuclear energy,A weak ' safety culture ' within the NRC itself prevents effective oversight .,O „cultură a siguranței” slabă în cadrul NRC în sine împiedică o supraveghere eficientă.,Argument_against,val
nuclear energy,Declaring that renewables can not do the job is downright stupid .,A declara că sursele regenerabile nu pot face treaba este de-a dreptul stupid.,Argument_against,val
nuclear energy,"Radioactive Waste : The entire nuclear fuel chain , from mining to milling , processing , enrichment , fuel fabrication , and fuel irradiation in reactors , generates radioactive waste .","Deșeuri radioactive: Întregul lanț de combustibil nuclear, de la minerit la măcinat, procesare, îmbogățire, fabricarea combustibilului și iradierea combustibilului în reactoare, generează deșeuri radioactive.",Argument_against,val
nuclear energy,Nuclear plants require slightly more cooling water than fossil-fuel power plants due to their slightly lower generation efficiencies .,Centralele nucleare necesită puțin mai multă apă de răcire decât centralele pe combustibili fosili datorită eficienței lor de generare ușor mai scăzute .,Argument_against,val
nuclear energy,"There are four states with undeclared stockpiles of nuclear weapons developed from civil programs , and it is no coincidence that they are in some of the most volatile , militarized — and hence dangerous — areas of the world : Israel , Pakistan , India , and North Korea .","Există patru state cu stocuri nedeclarate de arme nucleare dezvoltate din programe civile și nu este o coincidență că acestea se află în unele dintre cele mai volatile, militarizate – și, prin urmare, periculoase – zone ale lumii: Israel, Pakistan, India și Coreea de Nord.",Argument_against,val
nuclear energy,"The more nuclear power plants ( and nuclear waste storage shelters ) are built , the higher is the probability of a disastrous failure somewhere in the world . ""","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """,Argument_against,val
nuclear energy,The support of nuclear power by government results from special pleading lobbying by the industry .,Sprijinul energiei nucleare de către guvern este rezultatul unui lobby special din partea industriei.,Argument_against,val
nuclear energy,* Target for terrorism ( as are all centralized power generation sources ) .,* Țintă pentru terorism (cum sunt toate sursele centralizate de producere a energiei).,Argument_against,test
nuclear energy,"Therefore , expensive solutions are needed to protect mother earth from the devastating effects of nuclear energy .","Prin urmare, sunt necesare soluții costisitoare pentru a proteja Mama Pământ de efectele devastatoare ale energiei nucleare.",Argument_against,test
nuclear energy,Reprocessing spent fuel gives rise to plutonium which is likely to be used in bombs .,Reprocesarea combustibilului uzat dă naștere la plutoniu care este probabil să fie folosit în bombe.,Argument_against,test
nuclear energy,"Cooling those operations often requires a whole lot of water , the drawing and releasing of which can affect aquatic wildlife .","Răcirea acestor operațiuni necesită adesea o mulțime de apă, a cărei extragere și eliberare pot afecta fauna acvatică.",Argument_against,test
nuclear energy,"While no technology can be perfectly safe , nuclear power is an inherently risky technology , and minimizing its risks requires stringent safety standards and practices .","Deși nicio tehnologie nu poate fi perfect sigură, energia nucleară este o tehnologie în mod inerent riscantă, iar reducerea la minimum a riscurilor necesită standarde și practici stricte de siguranță.",Argument_against,test
nuclear energy,"We can not be sure that our uranium does not end up in weapons , eg in France or China .","Nu putem fi siguri că uraniul nostru nu ajunge în arme, de exemplu în Franța sau China.",Argument_against,test
nuclear energy,"The only solution is to halt the expansion of all nuclear power , and for the shutdown of existing plants .",Singura soluție este oprirea expansiunii întregii energie nucleară și închiderea centralelor existente.,Argument_against,test
nuclear energy,[ T ] he nuclear industry and those that purport to regulate it have down played the potential of such an accident .,Industria nucleară și cei care pretind să o reglementeze au minimizat potențialul unui astfel de accident.,Argument_against,test
nuclear energy,"Nuclear energy is too expensive , energy efficiency is all that 's needed , with more use of renewables .","Energia nucleară este prea scumpă, eficiența energetică este tot ceea ce este necesar, cu o utilizare mai mare a surselor regenerabile.",Argument_against,test
nuclear energy,"But as Michael Grunwald noted in Time , recent price estimates for a large plant in Florida came in at $ 12 billion to $ 18 billion , and that 's before you consider the fact that the nuclear industry has a history of 250-percent cost overruns.Some analysts say alternative methods would yield much more climate-saving bang for our buck than nuclear power .","Dar, după cum a remarcat Michael Grunwald în Time, estimările recente ale prețurilor pentru o fabrică mare din Florida au fost de la 12 la 18 miliarde de dolari, și asta înainte de a lua în considerare faptul că industria nucleară are o istorie de depășiri de 250% a costurilor. Unii analiști spun că metodele alternative ar aduce mult mai mult profit pentru economisirea climei decât energia nucleară.",Argument_against,test
nuclear energy,"However , to operate nuclear power plants longer than originally planned can be quite dangerous since any plant or technical appliance usually gets more troublesome towards the end of its planned life expectancy .","Cu toate acestea, exploatarea centralelor nucleare mai mult decât a fost planificat inițial poate fi destul de periculoasă, deoarece orice instalație sau aparat tehnic devine de obicei mai supărătoare spre sfârșitul speranței de viață planificate.",Argument_against,test
nuclear energy,"As world leaders , you can work together to replace this small amount of energy from other readily available , very safe and affordable sources of energy to move us towards a carbon-free and nuclear-free future . ”","În calitate de lideri mondiali, puteți lucra împreună pentru a înlocui această cantitate mică de energie din alte surse de energie ușor disponibile, foarte sigure și accesibile, pentru a ne îndrepta către un viitor fără carbon și fără nucleare. ”",Argument_against,test
nuclear energy,* The majority of known uranium around the world lies under land controlled by tribes or indigenous peoples who do n’t support it being mined from the earth .,Majoritatea uraniului cunoscut din întreaga lume se află sub pământ controlat de triburi sau popoare indigene care nu susțin ca acesta să fie extras din pământ.,Argument_against,test
nuclear energy,Underlying the immediate role of the state and nuclear elites in promoting nuclear power are several deeper factors .,La baza rolului imediat al statului și al elitelor nucleare în promovarea energiei nucleare se află câțiva factori mai profundi.,NoArgument,train
nuclear energy,"January 8 , 2008 : "" Most of the gas we use is for heating and hot water and for industrial purposes .",8 ianuarie 2008: „Majoritatea gazului pe care îl folosim este pentru încălzire şi apă caldă şi pentru scopuri industriale.,NoArgument,train
nuclear energy,President Obama has barely mentioned nuclear power .,Președintele Obama abia dacă a menționat energia nucleară.,NoArgument,train
nuclear energy,A major obstacle to more participation in social movements is a lack of time experienced by many people .,Un obstacol major în calea unei participări mai mari la mișcările sociale este lipsa de timp întâmpinată de mulți oameni.,NoArgument,train
nuclear energy,"Fission , first discovered in 1938 , is the splitting of the nucleus of an atom into two parts .","Fisiunea, descoperită pentru prima dată în 1938, este împărțirea nucleului unui atom în două părți.",NoArgument,train
nuclear energy,"Photons , neutrons , alpha particles , and beta particles are indifferent to their sources .","Fotonii, neutronii, particulele alfa și particulele beta sunt indiferenți față de sursele lor.",NoArgument,train
nuclear energy,In addition many of the characteristics of modern science can be grouped under the heading of ' masculine rationality ' .,"În plus, multe dintre caracteristicile științei moderne pot fi grupate sub titlul de „raționalitate masculină”.",NoArgument,train
nuclear energy,"A grassroots strategy against nuclear power and uranium mining can be seen as a ' non-reformist reform ' : namely , it can achieve effective change within the system in a way which weakens rather than strengthens dominant structures , or which helps to prevent the entrenchment of new , more powerful structures .","O strategie de bază împotriva energiei nucleare și a mineritului de uraniu poate fi văzută ca o „reformă nereformistă”: și anume, poate realiza o schimbare efectivă în cadrul sistemului într-un mod care slăbește, mai degrabă decât întărește structurile dominante, sau care ajută la prevenirea înrădăcinirii unor structuri noi, mai puternice.",NoArgument,train
nuclear energy,"No time to argue , just roll up our sleeves and get to work .","Nu ai timp să ne certăm, doar suflecă-ne mânecile și apucă-te de treabă.",NoArgument,train
nuclear energy,"Through consultation with unions , workers and working-class families , the establishment of support groups and funds for workers and unions penalised for direct action against uranium mining .","Prin consultare cu sindicatele , muncitorii și familiile din clasa muncitoare , înființarea de grupuri de sprijin și fonduri pentru lucrători și sindicate penalizate pentru acțiunea directă împotriva exploatării uraniului .",NoArgument,train
nuclear energy,Be supportive and critical .,Fii susținător și critic.,NoArgument,train
nuclear energy,Uranium-238 is 1 % of the earth 's crust .,Uraniul-238 reprezintă 1% din scoarța terestră.,NoArgument,train
nuclear energy,Nuclear energy is n't one of them .,Energia nucleară nu este una dintre ele.,NoArgument,train
nuclear energy,… What if there is a mistake ?,Ce se întâmplă dacă există o greșeală?,NoArgument,train
nuclear energy,Short term the fluoride salt contains the fuel and most of the fission products well ; several scientists mention the actinides are strongly chemically bound to the fluoride salts .,"Pe termen scurt, sarea de fluor conține bine combustibilul și majoritatea produselor de fisiune; câțiva oameni de știință menționează că actinidele sunt puternic legate chimic de sărurile de fluor.",NoArgument,train
nuclear energy,"I am not just an Apple products user , but a happy former stockholder and fan of their corporate philosophy .","Nu sunt doar un utilizator de produse Apple, ci un fost acţionar fericit şi fan al filozofiei lor corporative.",NoArgument,train
nuclear energy,How practical is nuclear power now and for the future ?,Cât de practică este energia nucleară acum și pentru viitor?,NoArgument,train
nuclear energy,"People with more expertise in the group can form partnerships with those who have less expertise and together engage in letter-writing , leaflet production , speaking engagements and so forth .","Oamenii cu mai multă expertiză în grup pot forma parteneriate cu cei care au mai puțină expertiză și se pot angaja împreună în scrierea scrisorilor, producția de pliante, angajamente de vorbire și așa mai departe.",NoArgument,train
nuclear energy,Without a good understanding of the changes his institute wants to implement ( impose ? ),Fără o bună înțelegere a schimbărilor pe care institutul său vrea să le implementeze ( impune ? ),NoArgument,train
nuclear energy,"Unfortunately , I have seen the same argument offered here by actual proponents of NE , at least as it applies to Iranian scientists .","Din păcate, am văzut același argument oferit aici de susținătorii actuali ai NE, cel puțin așa cum se aplică oamenilor de știință iranieni.",NoArgument,train
nuclear energy,Civil disobedience has also been used by the anti-nuclear movement .,Nesupunerea civilă a fost folosită și de mișcarea antinucleară.,NoArgument,train
nuclear energy,The media make their money by selling advertising and the amount that advertisers are willing to pay depends on audience size .,"Mass-media își câștigă banii vânzând reclame, iar suma pe care agenții de publicitate sunt dispuși să o plătească depinde de dimensiunea publicului.",NoArgument,train
nuclear energy,What many international observers have portrayed as a panic reaction following the Fukushima-disaster in 2011 actually has a long history and is deeply rooted in German society .,Ceea ce mulți observatori internaționali au descris ca o reacție de panică în urma dezastrului de la Fukushima din 2011 are de fapt o istorie lungă și este adânc înrădăcinat în societatea germană.,NoArgument,train
nuclear energy,al. because the metallic fuel contains the long half life reaction products .,Combustibilul metalic conţine produşii de reacţie cu durată lungă de înjumătăţire .,NoArgument,train
nuclear energy,Two plants ( Stade and Obrigheim ) were taken offline in 2003 and 2005 .,Două fabrici ( Stade şi Obrigheim ) au fost scoase din reţea în 2003 şi 2005 .,NoArgument,train
nuclear energy,"While domestic considerations connected to energy independence certainly played a role , the United States sought to make Japan the “ Great Britain of the East ” by offering it protection under Washington ’s “ nuclear umbrella , ” and nuclear technology to power the country .","În timp ce considerentele interne legate de independența energetică au jucat cu siguranță un rol, Statele Unite au căutat să facă din Japonia „Marea Britanie a Estului”, oferindu-i protecție sub „umbrela nucleară” a Washingtonului și tehnologia nucleară pentru a alimenta țara.",NoArgument,train
nuclear energy,It thought the severity of the harm is relevant to whether NEPA requires consideration of an effect .,Acesta a considerat că severitatea prejudiciului este relevantă pentru a stabili dacă NEPA necesită luarea în considerare a unui efect.,NoArgument,train
nuclear energy,You must select a newsletter to subscribe to .,Trebuie să selectați un buletin informativ la care să vă abonați.,NoArgument,train
nuclear energy,"When ordinary people become actively concerned about nuclear power , this style of rationality characterises them as emotional and ill-informed in contrast to the experts who it depicts as involved in ' responsible , objective , scientific endeavour ' .","Când oamenii obișnuiți devin preocupați în mod activ de energia nucleară, acest stil de raționalitate îi caracterizează ca fiind emoționali și prost informați, spre deosebire de experții pe care îi descrie ca fiind implicați în „efort responsabil, obiectiv, științific”.",NoArgument,train
nuclear energy,"The decision , for example , to build laptop cases out of machined blocks of aluminum has not only provided lightweight , attractive machines , but they are almost indestructible .","Decizia, de exemplu, de a construi carcase pentru laptop din blocuri prelucrate de aluminiu nu numai că a oferit mașini ușoare și atractive, dar sunt aproape indestructibile.",NoArgument,train
nuclear energy,"Guanine has an affinity for Cytosine , and Adenine has an affinity for Thymine .","Guanina are afinitate pentru Citozină, iar Adenina are afinitate pentru Timină.",NoArgument,train
nuclear energy,The internal dynamics of local groups and of larger groupings are important as they have direct implications for the kind of social alternatives being sought .,Dinamica internă a grupurilor locale și a grupărilor mai mari este importantă deoarece au implicații directe asupra tipului de alternative sociale căutate.,NoArgument,train
nuclear energy,But again as I said before “ it is not about the number .,"Dar din nou, așa cum am spus mai devreme „nu este vorba despre număr.",NoArgument,train
nuclear energy,"[ Footnote 13 ] For example , the hospital regulations contemplated in the hypothetical , supra , at 773-774 , might cause many deaths .","De exemplu , reglementările spitaliceşti luate în considerare în ipotetic , supra , la 773-774 , ar putea cauza multe decese .",NoArgument,train
nuclear energy,"James B. Hamlin , George F. Trowbridge , John B. Rhinelander , Deborah B. Bauser , and James B. Liberman filed briefs for petitioners in No. 81-2399 .","James B. Hamlin , George F. Trowbridge , John B. Rhinelander , Deborah B. Bauser și James B. Liberman au depus acte pentru petiționari în nr. 81-2399 .",NoArgument,train
nuclear energy,"Building these alternative institutions can take place at all levels of society , from small groups to large organisations .","Construirea acestor instituţii alternative poate avea loc la toate nivelurile societăţii, de la grupuri mici până la organizaţii mari.",NoArgument,train
nuclear energy,Please try again later .,Vă rugăm să încercați din nou mai târziu.,NoArgument,train
nuclear energy,This is a question of first impression in this Court .,Aceasta este o problemă de primă impresie în această Curte .,NoArgument,train
nuclear energy,"The source of my curiosity was Nicholas Taleb ’s “ Antifragile ” , Where it seems stresses on genetic information , given that genetic information is structural , might be beneficial .","Sursa curiozității mele a fost „Antifragile” a lui Nicholas Taleb, unde se pare că accentul pe informația genetică, dat fiind că informația genetică este structurală, ar putea fi benefică.",NoArgument,train
nuclear energy,The irony is that wind turbines and solar panels once * seemed * all co-op-ish and democratic ( small d ) and power-to-the-people … but today ’s reality is that the companies behind renewable energy are million/billion dollar concerns who answer only to shareholders just like any other company .,Ironia este că turbinele eoliene și panourile solare odată * păreau * toate cooperative și democratice (mice d) și putere pentru oameni... dar realitatea de astăzi este că companiile din spatele energiei regenerabile sunt preocupări de milioane/miliard de dolari care răspund doar acționarilor la fel ca orice altă companie.,NoArgument,train
nuclear energy,"Our national standards are inadequate in protecting the workers or our most vulnerable citizens , our children .","Standardele noastre naționale sunt inadecvate în protejarea lucrătorilor sau a cetățenilor noștri cei mai vulnerabili, copiii noștri.",NoArgument,train
nuclear energy,"The state is the forum of the powerful , so for these kinds of groups lobbying often is an effective strategy .","Statul este forumul celor puternici, deci pentru aceste tipuri de grupuri, lobby-ul este adesea o strategie eficientă.",NoArgument,train
nuclear energy,"Of course , these holdings are not at issue in this litigation .","Desigur , aceste participaţii nu sunt în discuţie în acest litigiu .",NoArgument,train
nuclear energy,"These are the projects of the smaller startups and laboratories , such as Sandia National Laboratories , General Fusion , and Tri Alpha Energy .","Acestea sunt proiectele startup-urilor și laboratoarelor mai mici, cum ar fi Sandia National Laboratories, General Fusion și Tri Alpha Energy.",NoArgument,train
nuclear energy,"Once the realm of science fiction , and a technology so far proving elusive , is the opposite effect - nuclear fusion .","Odată tărâmul science-fiction și o tehnologie care s-a dovedit până acum evazivă, este efectul opus - fuziunea nucleară.",NoArgument,train
nuclear energy,This is widely recognised .,Acest lucru este recunoscut pe scară largă.,NoArgument,train
nuclear energy,And Half of the power coming from these solar furnaces will be coming from NarGas .,Și jumătate din puterea care vine de la aceste cuptoare solare va veni de la NarGas.,NoArgument,train
nuclear energy,"Students also cite other characteristics , such as national security , domestic availability of fuels and technologies , and electric grid stability .","Elevii citează , de asemenea , alte caracteristici , cum ar fi securitatea naţională , disponibilitatea internă a combustibililor şi tehnologiilor şi stabilitatea reţelei electrice .",NoArgument,train
nuclear energy,You ’re talking about a tiny slice of the readership with that statement .,Vorbești despre o mică parte a cititorilor cu această afirmație.,NoArgument,train
nuclear energy,Connect with Facebook Connect with Twitter We only grab your name + photo and will never post as you .,Conectează-te cu Facebook Conectează-te cu Twitter Luăm doar numele tău + fotografia și nu vom posta niciodată ca tine.,NoArgument,train
nuclear energy,"Well , only a few years later , utility projections for plants are now up to an average of $ 9 billion . ""","Ei bine, doar câțiva ani mai târziu, proiecțiile de utilități pentru centrale sunt acum de până la o medie de 9 miliarde de dolari. """,NoArgument,train
nuclear energy,"Again , this is ironic when today ’s leftists often adopt environmentalist ideas ( and thus would be expected to oppose fossil fuel more ) .","Din nou, acest lucru este ironic când stângacii de astăzi adoptă adesea idei ecologiste (și, prin urmare, ar fi de așteptat să se opună mai mult combustibililor fosili).",NoArgument,train
nuclear energy,"More difficult is the problem of linking anti-nuclear efforts of local groups with efforts by isolated individuals , and by activists in hierarchical organisations such as political parties or state bureaucracies .",Mai dificilă este problema conectării eforturilor antinucleare ale grupurilor locale cu eforturile unor indivizi izolați și ale activiștilor din organizații ierarhice precum partidele politice sau birocrațiile de stat.,NoArgument,val
nuclear energy,We should be ashamed of this circus sideshow .,Ar trebui să ne fie rușine de acest spectacol de circ.,NoArgument,val
nuclear energy,"By consciously confronting interpersonal dominance relations , local groups can empower women and help to undermine patriarchy .","Confruntând în mod conștient relațiile de dominanță interpersonală, grupurile locale pot împuternici femeile și pot ajuta la subminarea patriarhatului.",NoArgument,val
nuclear energy,"But we think the context of the statute shows that Congress was talking about the physical environment - the world around us , so to speak .","Dar credem că contextul statutului arată că Congresul vorbea despre mediul fizic - lumea din jurul nostru, ca să spunem așa.",NoArgument,val
nuclear energy,We argue here that those strategies which involve grassroots mobilisation are more effective at intervening at weak points in the structures than are those strategies which concentrate on pressuring elites to institute changes from the top .,Susținem aici că acele strategii care implică mobilizarea de la bază sunt mai eficiente în a interveni în punctele slabe ale structurilor decât acele strategii care se concentrează pe presiunea elitelor pentru a institui schimbări de la vârf.,NoArgument,val
nuclear energy,"The authors submitted it to Atomic Insights after several inquiries went unanswered , even though the editor was initially responsive and interested in publishing a response .","Autorii l-au trimis la Atomic Insights după ce mai multe întrebări au rămas fără răspuns, chiar dacă editorul a fost inițial receptiv și interesat să publice un răspuns.",NoArgument,val
nuclear energy,Why do you suppose there are base pairs instead of a long sugar phosphate strand holding a series of nucleotides ?,De ce crezi că există perechi de baze în loc de un fir lung de fosfat de zahăr care conține o serie de nucleotide?,NoArgument,val
nuclear energy,Salts are readily dissolved in water and are very toxic to aquatic life .,Sărurile se dizolvă ușor în apă și sunt foarte toxice pentru viața acvatică.,NoArgument,val
nuclear energy,Section 4 develops this argument further by showing how it is necessary to build alternative structures at the same time that one challenges existing structures .,"Secțiunea 4 dezvoltă acest argument în continuare, arătând cum este necesar să se construiască structuri alternative în același timp în care se provoacă structurile existente.",NoArgument,val
nuclear energy,"On the one hand , the state and corporations mobilise patriarchal relations to serve their own domination , for example to split the workforce and impose hierarchical relations between men as well as between men and women .","Pe de o parte, statul și corporațiile mobilizează relațiile patriarhale pentru a-și servi propria dominație, de exemplu pentru a împărți forța de muncă și a impune relații ierarhice atât între bărbați, cât și între bărbați și femei.",NoArgument,val
nuclear energy,We invite you to join the debate by commenting directly on each article .,Vă invităm să vă alăturați dezbaterii comentând direct fiecare articol.,NoArgument,val
nuclear energy,"In 1977 Barrie Machin represented CANE on the WA steering committee for the Australian Democrats , which was stimulated by Don Chipp largely in response to the issue of Uranium mining .","În 1977, Barrie Machin a reprezentat CANE în comitetul director al WA pentru democrații australieni, care a fost stimulat de Don Chipp în mare parte ca răspuns la problema exploatării mineritului de uraniu.",NoArgument,test
nuclear energy,"The accident crystallized anti-nuclear safety concerns among activists and the general public , resulted in new regulations for the nuclear industry , and has been cited as a contributor to the decline of new reactor construction that was already underway in the 1970s .","Accidentul a cristalizat preocupările privind siguranța antinucleară în rândul activiștilor și al publicului larg, a dus la noi reglementări pentru industria nucleară și a fost citat ca o contribuție la declinul construcției de noi reactoare care era deja în curs de desfășurare în anii 1970.",NoArgument,test
nuclear energy,"This page was last modified on 14 July 2016 , at 02:59 .","Această pagină a fost modificată ultima dată pe 14 iulie 2016 , la 02:59 .",NoArgument,test
nuclear energy,"The normal life of nuclear reactor is anywhere from 40-60 years , depending on how often it is used and how it is being used .","Durata normală de viață a reactorului nuclear este de 40-60 de ani, în funcție de cât de des este utilizat și de modul în care este utilizat.",NoArgument,test
nuclear energy,"441 operational reactors had a worldwide net capacity of 382,855 megawatts of electricity in 2015 .",441 de reactoare operaționale au avut o capacitate netă la nivel mondial de 382.855 megawați de energie electrică în 2015.,NoArgument,test
nuclear energy,It asked for the cessation of all uranium mining and development operations .,A cerut încetarea tuturor operațiunilor de extragere și dezvoltare a uraniului.,NoArgument,test
nuclear energy,Micro NPPs like the Toshiba 4S could even be mass produced on an assembly line like cars .,Microcentralele nucleare precum Toshiba 4S ar putea fi chiar produse în serie pe o linie de asamblare precum mașinile.,NoArgument,test
nuclear energy,CANE was set up under the aegis of FOE after a meeting at University of Western Australia in late 1975 .,CANE a fost înființat sub egida FOE după o întâlnire la Universitatea din Australia de Vest la sfârșitul anului 1975.,NoArgument,test
nuclear energy,This cash crop is indispensable to the apparel industry and the economies of entire countries .,Această recoltă comercială este indispensabilă industriei de îmbrăcăminte și economiilor țărilor întregi.,NoArgument,test
nuclear energy,Enter your zip code to get 3 local quotes on solar power !,Introdu codul poștal pentru a obține 3 cotații locale despre energia solară!,NoArgument,test
nuclear energy,Ken Strahan was an important part of the group and member of FOE .,Ken Strahan a fost o parte importantă a grupului și membru al FOE.,NoArgument,test
nuclear energy,"However , the US Nuclear Regulatory Commission does now also require new reactor license applications to consider security during the design stage .","Cu toate acestea, Comisia de Reglementare Nucleară din SUA solicită acum și noi cereri de licență pentru reactoare pentru a lua în considerare securitatea în faza de proiectare.",NoArgument,test
minimum wage,New York Gov. Andrew Cuomo has also come out in favor of a $ 15 minimum wage for his state .,"Guvernatorul New York-ului, Andrew Cuomo, sa declarat, de asemenea, în favoarea unui salariu minim de 15 dolari pentru statul său.",Argument_for,train
minimum wage,"For example , higher wages tend to reduce turnover , so employers will save on hiring and training new employees .","De exemplu , salariile mai mari tind să reducă cifra de afaceri , astfel încât angajatorii vor economisi la angajarea și formarea de noi angajați .",Argument_for,train
minimum wage,Sommers is n’t alone in thinking we should raise the minimum wage .,Sommers nu este singurul care crede că ar trebui să creștem salariul minim.,Argument_for,train
minimum wage,The current minimum wage is * not * a living wage .,Salariul minim actual este nu este un salariu de trai .,Argument_for,train
minimum wage,"Before the law took effect , worries about potential damage to employment were widespread .","Înainte ca legea să intre în vigoare, îngrijorările cu privire la potențialele daune aduse angajării au fost larg răspândite.",Argument_for,train
minimum wage,Since 2009 — the last time the minimum wage was increased — the dollar has lost a full 8 percent of its purchasing power due to inflation .,Din 2009 – ultima dată când a fost majorat salariul minim – dolarul a pierdut 8% din puterea sa de cumpărare din cauza inflației.,Argument_for,train
minimum wage,And a job may ultimately be the most valuable thing for a family struggling to escape poverty .,Iar un loc de muncă poate fi în cele din urmă cel mai valoros lucru pentru o familie care se luptă să scape de sărăcie.,Argument_for,train
minimum wage,Minimum wage was initially established to reduce poverty .,Salariul minim a fost stabilit inițial pentru a reduce sărăcia.,Argument_for,train
minimum wage,"In 2014 , supporters of minimum wage cited a study that found that job creation within the United States is faster in states that raised their minimum wages .","În 2014, susținătorii salariului minim au citat un studiu care a constatat că crearea de locuri de muncă în Statele Unite este mai rapidă în statele care și-au crescut salariul minim.",Argument_for,train
minimum wage,Another reason minimum wage may not affect employment in certain industries is that the demand for the product the employees produce is highly inelastic .,Un alt motiv pentru care salariul minim poate să nu afecteze ocuparea forței de muncă în anumite industrii este faptul că cererea pentru produsul produs de angajați este foarte inelastică.,Argument_for,train
minimum wage,"This policy is more targeted against poverty than the minimum wage , because it avoids subsidizing low-income workers who are supported by high-income households ( for example , teenagers still living with their parents ) .","Această politică este mai orientată împotriva sărăciei decât a salariului minim, deoarece evită subvenționarea lucrătorilor cu venituri mici care sunt întreținute de gospodăriile cu venituri mari (de exemplu, adolescenții care încă locuiesc cu părinții lor).",Argument_for,train
minimum wage,"If wages had kept up with productivity , studies suggest that it would have hit $ 21.72 / hour by 2012 .","Dacă salariile ar fi ținut pasul cu productivitatea, studiile sugerează că ar fi ajuns la 21,72 USD/oră până în 2012.",Argument_for,train
minimum wage,"Angela Merkel ’s new government has signalled its support for a new national minimum wage , and on January 16th George Osborne , Britain ’s chancellor , backed an above-inflation rise in the minimum wage .","Noul guvern al Angelei Merkel și-a semnalat sprijinul pentru un nou salariu minim național, iar pe 16 ianuarie, George Osborne, cancelarul Marii Britanii, a susținut o creștere peste inflație a salariului minim.",Argument_for,train
minimum wage,"And no , $ 15/hr is not too much .","Și nu, 15 USD/h nu este prea mult.",Argument_for,train
minimum wage,"We ’re smart enough to know the game is rigged , and when we refuse to participate in a broken system and fight for something better , we ’re somehow the bad guys , the lazy ones .","Suntem suficient de deștepți încât să știm că jocul este manipulat, iar când refuzăm să participăm la un sistem stricat și să luptăm pentru ceva mai bun, suntem cumva cei răi, cei leneși.",Argument_for,train
minimum wage,The profit margins that these large companies experience can easily withstand an increase in wages without having to pass it on to the consumer .,Marjele de profit pe care le experimentează aceste mari companii pot rezista cu ușurință la o creștere a salariilor fără a fi nevoie să o transfere consumatorului.,Argument_for,train
minimum wage,"First instituted by President Richard Nixon , it ’s widely considered one of the most successful poverty-alleviation tools the federal government has ever deployed .","Inițial instituit de președintele Richard Nixon, este considerat pe scară largă unul dintre cele mai de succes instrumente de atenuare a sărăciei pe care guvernul federal le-a implementat vreodată.",Argument_for,train
minimum wage,Small businesses in particular are given more leeway and longer deadlines in order to get up to wage snuff — a caveat that resulted in McDonald ’s filing a laughable lawsuit based on the “ discrimination ” they were facing .,"Întreprinderilor mici, în special, li se oferă mai multă marjă și termene mai lungi pentru a se ridica la înălțime – o avertizare care a dus la McDonald’s să depună un proces ridicol pe baza „discriminarii” cu care se confruntau.",Argument_for,train
minimum wage,Increasing employment opportunity gives low-skilled workers the best chance of finding employment and climbing up the economic mobility ladder .,Creșterea oportunităților de angajare oferă lucrătorilor slab calificați cele mai bune șanse de a găsi un loc de muncă și de a urca pe scara mobilității economice.,Argument_for,train
minimum wage,Decreased Turnover Rate : Employees who are making a higher minimum wage feel more comfortable and satisfied in their minimum wage jobs meaning they are less likely to quit .,"Scăderea ratei de rotație: angajații care primesc un salariu minim mai mare se simt mai confortabil și mulțumiți de locurile de muncă cu salariul minim, ceea ce înseamnă că sunt mai puțin probabil să renunțe.",Argument_for,train
minimum wage,"But in addition , paying higher wages reduces poverty and the strain on the social safety net .","Dar, în plus, plata unor salarii mai mari reduce sărăcia și presiunea asupra rețelei de siguranță socială.",Argument_for,train
minimum wage,"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .","1 unu ) , costul real pentru client cu o creștere a salariului minim este remarcabil de neglijabil .",Argument_for,train
minimum wage,"The president is certainly correct to turn his attention to the poor , many of whom have been suffering for years in a tough economy .","Presedintele are cu siguranta dreptate sa isi indrepte atentia catre cei saraci, multi dintre care sufera de ani de zile intr-o economie grea.",Argument_for,train
minimum wage,"Step increases tend to be larger when adopted , sometimes up to $ 1 an hour , but when averaged over the affected years , the increases are actually slightly smaller at an average of 16 cents an hour annually .","Creșterile de trepte tind să fie mai mari atunci când sunt adoptate, uneori până la 1 dolar pe oră, dar când sunt mediate pe anii afectați, creșterile sunt de fapt puțin mai mici, cu o medie de 16 cenți pe oră anual.",Argument_for,train
minimum wage,"According to the Economic Policy Institute , the minimum wage in the United States would have been $ 18.28 in 2013 if the minimum wage had kept pace with labor productivity .","Potrivit Institutului de Politică Economică , salariul minim în Statele Unite ar fi fost de 18,28 USD în 2013 dacă salariul minim ar fi ținut pasul cu productivitatea muncii .",Argument_for,train
